Animal ID,Other Identifiers,Response Date,Country,State,County,Location,Latitude,Longitude,Vital Status,Species,Sex,AgeClass,Confirmed Entanglement,Entanglement Type,Entanglement Fishery Certainty,Entanglement Fishery Type,Gear Location - Body,Gear Location - Head,Gear Location - Mouth,Gear Location - Left Pec Flipper,Gear Location - Right Pec Flipper,Gear Location - Tailstock,Gear Location - Flukes,Gear Location - Unknown,Gear Material - Buoy,Gear Material - Rope,Gear Material - Trap,Gear Material - Monofilament,Gear Material - Net,Gear Material - Other,Gear Material - Unknown
20150713Mn,,7/13/15,USA,California,Mendocino,"Fort Bragg, OFF OF NOYO HARBOR",39.43000031,-123.8310013,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20150719Mn,,7/19/15,USA,California,Monterey,"Moss Landing, 3 MILES FROM MOSS LANDING",36.79600143,-121.8349991,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20150730Er,,7/30/15,USA,California,Orange,JUST OFF HUNTINGTON BEACH,33.6609993,-118.0970001,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
20150810Mn,CRC-16082,8/10/15,USA,California,Monterey,Monterey Bay,36.79800034,-121.8130035,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20150815Er,,8/15/15,USA,Washington,Clallam,"Neah Bay, inside Neah Bay; 2nd sighing within 2 miles of original report lo",48.375,-124.6080017,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No
20150825Uu,,8/25/15,USA,California,Los Angeles,"Catalina, 9NM SOUTH OF SALTA VERDE POINT",33.61800003,-118.2190018,Alive,Unknown,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20150826Mn,,8/26/15,USA,California,Ventura,"Anacapa, HALF MILE DUE WEST OFF CAT ROCK ON ANACAPA ISLAND",34.00099945,-119.447998,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20150827Uu,,8/27/15,USA,California,Santa Barbara,"Goleta, OFF DRAKES IN 100 FEET OF WATER",34.43700027,-120.3270035,Alive,Unknown,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20150904Bm,,9/4/15,USA,California,Los Angeles,7.5 NM SOUTH POINT FERMIN,33.58000183,-118.3099976,Alive,Blue Whale,Unknown,Subadult,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
20150910Mn,,9/10/15,USA,California,Orange,"Dana Point, 209 BANK east of Catalina, JUST WEST SIDE STRAIGHT OUT OF DANA",33.58300018,-118.5999985,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20150914Mn,,9/14/15,USA,California,Monterey,5 NM OUTSIDE MOSS LANDING,36.79600143,-121.8659973,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20150925Mn,CRC-15769 (Cascadia Research),9/25/15,USA,California,Los Angeles,OFF CATALINA,33.39400101,-118.3190002,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20150926Mn,,9/26/15,USA,California,Orange,"San Clemente Island, 9/26 report 4 MILES SOUTHWEST OF THE ISLAND",33.36600113,-117.6709976,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
20150927Mn,,9/27/15,USA,California,Ventura,"6 MILES SOUTH of WHITE SANDS, BELOW MUGU LAGOON",34.04299927,-119.0189972,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Net,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No
20150929Mn,,9/29/15,USA,California,Orange,"Newport, 1/2 WAY BETWEEN NEWPORT AND CATALINA",33.54100037,-118.1389999,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20151009Bp,,10/9/15,USA,California,Orange,2 MILES OFF DANA POINT,33.43500137,-117.711998,Alive,Fin Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,Unconfirmed,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20151017Mn_1,,10/17/15,USA,California,Los Angeles,"San Pedro, JUST OUTSIDE LA LIGHT",33.70600128,-118.2490005,Alive,Humpback Whale,Unknown,Subadult,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
20151023Mn,,10/23/15,USA,California,Monterey,Moss Landing,36.79499817,-121.8529968,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
20151025Mn,,10/25/15,USA,California,San Diego,"Torrey Pines, 5 NM OFFSHORE",32.91199875,-117.3580017,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComLobster,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No
20151107Uu,,11/7/15,USA,California,Marin,"Farallon Islands, just west of, and in-between, Mid-Farallon and South Farallon",37.70800018,-123.0429993,Alive,Unknown,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20151107Mn,,11/7/15,USA,California,San Diego,"San Diego, off the coast of MISSION BAY",32.77600098,-117.2590027,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No
20151108Mn,,11/8/15,USA,California,Monterey,Monterey Bay,36.70299911,-121.9909973,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20151121Uu,,11/21/15,USA,California,Santa Barbara,4 nm north of Sant Cruz Island,34.14099884,-119.8710022,Alive,Unknown,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20151221Er,,12/21/15,USA,California,San Diego,"Camp Pendleton, off Camp Pendleton",33.25400162,-117.4690018,Alive,Gray Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20160127Mn,,1/27/16,USA,California,Marin,"41 km SW point Reyes; report was made from a ship 1/2 mile away, viewing through binos on ship, did not approach",37.58300018,-123.7000275,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20160204Mn,,2/4/16,USA,California,Los Angeles,"Off Trump Golf Course, Palos Verdes",33.70849991,-118.3807983,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,,,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
20160205Er,,2/5/16,USA,California,Orange,3/4 miles off Dana Point,,,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20160221Mn,,2/21/16,USA,California,San Diego,2.5 miles west of Scripps Pier,,,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComSpotPrawn,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20160304Mn,,3/4/16,USA,California,Orange,2.5 miles off Dana Point,,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComSpotPrawn,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
20160405Oo,CA163,4/5/16,USA,California,Monterey,Monterey Bay,,,Alive,Killer Whale,Male,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20160411Mn,,4/11/16,USA,California,Monterey,"2.5 nm WNW Moss Landing, in 315 feet of water, Monterey Bay",36.81710052,-121.8330002,Alive,Humpback Whale,Unknown,Calf,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20160416Mn,,4/16/16,USA,California,Monterey,6nm due west above an eastern spur of Monterey Canyon,36.81499863,-121.8600006,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20160418Mn,,4/18/16,USA,California,Monterey,"9nm west of Moss Landing, north rim of submarine canyon",36.81159973,-121.9567032,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20160420Mn_1,,4/20/16,USA,California,Monterey,Moss Landing,36.8030014,-121.8740005,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20160420Mn_2,,4/20/16,USA,California,Humboldt,"20 miles offshore, 30 miles south of Crescent City",41.36000061,-124.4974976,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,Sablefish,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No
20160420Mn_3,,4/20/16,USA,California,Monterey,South rim of canyon,36.75,-121.9499969,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No
20160421Er,,4/21/16,USA,California,Orange,Dana Point,,,Alive,Gray Whale,Unknown,Calf,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
20160422Er,,4/22/16,USA,California,Orange,Newport,,,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
20160508Mn,,5/8/16,USA,California,Monterey,Point Pinos,36.63800049,-121.9860001,Alive,Humpback Whale,Unknown,Calf,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No
20160510Mn,,5/10/16,USA,California,Monterey,Point Pinos,36.72399902,-121.9598007,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
20160512Mn,,5/12/16,USA,California,Monterey,10 nm out of Moss Landing,36.81829834,-121.9560013,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20160517Mn_2,,5/17/16,USA,Oregon,Lincoln,"~40 miles NW offshore Yachats, Oregon",44.31330109,-124.9316025,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,Sablefish,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No
20160522Mn_1,,5/22/16,USA,California,Monterey,Soquel hole,,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
20160522Mn_2,,5/22/16,USA,California,Monterey,near eastern junction of soquel canyon,36.87200165,-121.9749985,Alive,Humpback Whale,Unknown,Subadult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No
20160527Mn,,5/27/16,USA,California,San Mateo,about 5 miles off Half Moon Bay,37.42499924,-122.5579987,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20160601Mn_1,,6/1/16,USA,California,Santa Barbara,Santa Cruz Island,34.13840103,-119.9291992,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20160601Mn_2,,6/1/16,USA,California,Sonoma,"1.6 NW Bodega Bay whistle buoy #30, Seal Rock",38.27180099,-123.0972977,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20160602Mn,,6/2/16,USA,California,Monterey,Monterey Bay,36.75400162,-121.9179993,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,,,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20160604Mn,,6/4/16,USA,California,Monterey,,36.83300018,-121.9899979,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
20160609Mn,,6/9/16,USA,California,Monterey,Monterey Bay,36.74700165,-121.9520035,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,Gillnet,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
20160612Mn_2,,6/12/16,CAN,,,"Barlkey Sound, West coast of Vancouver Island",,,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20160617Mn,,6/17/16,USA,California,Monterey,west of Point Pinos,36.68000031,-121.9250031,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20160624Mn,,6/24/16,USA,California,San Mateo,Few miles WNW Pacifica; near Pacific Pier,37.68000031,-122.5599976,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20160626Bm,,6/26/16,USA,California,San Diego,35 miles west of Point Loma,32.64670181,-117.9159317,Alive,Blue Whale,Unknown,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20160705Mn,,7/5/16,USA,California,Monterey,"Central Monterey Bay; last known position @1820, (36-39.223, -121-56.142)",36.76300049,-122.0220032,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20160714Bm,Delta (Other); Cadillac (Other),7/14/16,USA,California,Los Angeles,Approx. 20km south of Point Dume,33.82730103,-118.8789978,Alive,Blue Whale,Female,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20160801Mn,,8/1/16,USA,California,San Luis Obispo,"1 mile offshore, Oceano Dunes",,,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20160806Mn,Scarlett (Other),8/6/16,USA,California,Orange,1 mile off Newport Pier,,,Alive/Dead,Humpback Whale,Female,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No
20160809Mn,,8/9/16,USA,California,Monterey,Monterey Bay,36.80500031,-121.9459991,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
20160812Mn,,8/12/16,USA,California,Monterey,Monterey Bay,36.87369919,-122.125,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
20160816Mn,,8/16/16,USA,California,Monterey,"Monterey; Last known location at 14:15: 37, -120, NNW 330 degrees",36.55500031,-121.9820023,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20160816Mn_2,,8/16/16,USA,California,San Francisco,"8 miles ENE of Southern Farallon Island, 27 miles off San Francisco",37.77000046,-122.8690033,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
20160824Mn_2,,8/24/16,USA,California,Monterey,Monterey Bay,36.72999954,-121.9260025,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
20160824Mn_1,Knotty (Other),8/24/16,USA,California,San Luis Obispo,2 miles off Morro Rock,35.35969925,-120.9251022,Alive,Humpback Whale,Male,Adult,Confirmed Entangled,Unknown,,,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
20160827Mn,,8/27/16,USA,California,San Francisco,4.8 nm NE of the SE Farallon Islands,37.75419998,-122.9134979,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20160828Bm,,8/28/16,USA,California,Monterey,Monterey Bay,36.70199966,-122.0009995,Alive,Blue Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20160828Mn_1,,8/28/16,USA,California,San Luis Obispo,2 miles off Avila Beach,35.14580154,-120.732399,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20160828Mn_2,,8/28/16,USA,California,Monterey,Monterey Bay,36.74100113,-122,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20160917Mn,,9/17/16,USA,California,San Mateo,Off Half Moon Bay,37.51150131,-122.8050003,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComSpotPrawn,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
20160925Mn,,9/25/16,USA,California,Marin,3.6 nm WSW of Point Reyes,37.97000122,-123.0920029,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20160926Mn,,9/26/16,USA,California,Marin,~ 20km Off Point Reyes in Cordell Bank,37.95100021,-123.3099976,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
20161009Mn,,10/9/16,USA,California,San Francisco,Offshore from San Francisco,37.64229965,-122.8213501,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20161012Mn,,10/12/16,USA,California,Orange,4 miles off Santa Ana River,33.56999969,-117.9980011,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,Unknown,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No
20161021Mn_2,Comet (HappyWhale); CRC-17152 (Cascadia Research),10/21/16,USA,California,Orange,About 15 miles SW of Huntington Beach,33.48997879,-118.213356,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
20161026Mn,,10/26/16,USA,California,Monterey,Monterey Bay,36.64500046,-121.8942032,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
20161126Mn,,11/26/16,MEX,,,Los Cabos,22.8517704,-109.9063034,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
20161203Mn,,12/3/16,USA,California,Sonoma,"2 miles NW salmon creek beach, Bodega Bay area",38.35350037,-123.1104965,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,,,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20161208Mn,,12/8/16,USA,California,Sonoma,Bodega Bay,,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No
20161213Mn,,12/13/16,MEX,,,"Off Cabo San Lucas Bay, about 7 miles from shore",,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20170106Mn,,1/6/17,MEX,,,San Blas,,,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Fishery,Confirmed,RecDungCrab,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No
20170128Er,,1/28/17,USA,California,Los Angeles,1 mile offshore Pt Vicente,33.76530075,-118.4451981,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20170312Er,,3/12/17,USA,California,San Diego,7.5 miles off Oceanside Harbor,,,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20170319Er_1,,3/19/17,USA,California,Orange,,33.44499969,-117.7077026,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No
20170328Er,,3/28/17,USA,California,Orange,Newport Beach,33.57099915,-117.9089966,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Gillnet,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No
20170401Er,,4/1/17,USA,California,Orange,5 fathom line by San Juan Rock,,,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
20170415Er,,4/15/17,USA,California,Orange,between seal and San Clemente pier,33.40399933,-117.6249008,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No
20170416Er,,4/16/17,USA,California,Los Angeles,1/4 mile off Pointe Vincente,33.75,-118.4280014,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
20170417Mn,,4/17/17,USA,California,Monterey,"south end of canyon, closer to Monterey than Moss Landing",36.72000122,-122.0220032,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20170419Er,,4/19/17,USA,California,San Luis Obispo,"San Simeon, Piedras Blancas Lighthouse",,,Alive,Gray Whale,Unknown,Calf,Confirmed Entangled,Unknown,,Unknown,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20170421Er,,4/21/17,USA,California,Orange,First seen in Emerald Bay; Last seen 1/2 mile north of Newport Beach Pier,33.61399841,-117.9499969,Alive,Gray Whale,Unknown,Calf,Confirmed Entangled,Unknown,,Unknown,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20170428Er,,4/28/17,USA,Washington,Pacific,Long Beach Peninsula,,,Dead,Gray Whale,,,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20170610Bm,,6/10/17,USA,California,San Francisco,Near Farallon Islands,37.74169922,-122.9934998,Alive,Blue Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20170617Mn,,6/17/17,USA,California,Monterey,Monterey,,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20170618Mn,TrainWreck,6/18/17,USA,California,Monterey,Monterey,36.82619858,-122.0024033,Alive,Humpback Whale,Male,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20170623Mn,,6/23/17,USA,California,Monterey,Monterey,,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20170702Mn,,7/2/17,USA,Washington,Grays Harbor,Westport (Reported off 1600 W Ocean Avenue),47.05611038,-124.1891632,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20170713Mn,,7/13/17,USA,California,Del Norte,15 miles SW of Crescent City in 65 fathoms,41.6072998,-124.4141998,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Other,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No
20170723Mn,,7/23/17,USA,California,San Diego,9 mile bank; later 4 miles off Point Loma,32.65819931,-117.4163971,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No
20170819Bm,,8/19/17,USA,California,San Diego,5 miles NW of Point Loma,32.68330002,-117.3399963,Alive,Blue Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20170823Mn_2,,8/23/17,USA,Oregon,Coos,"35 NM WSW OF COOS BAY, OR",43.18330002,-125.1333008,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
20170823Mn_1,,8/23/17,USA,California,Monterey,Outer edge of Monterey Canyon,36.75,-122.9660034,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No
20170903Mn,,9/3/17,USA,California,San Diego,2 miles west of La Jolla,32.82170105,-117.3302994,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,TribalDungCrab,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No
