National Database Number,Field Number,Common Name,State,County,City,Locality Detail,Latitude,Latitude Units,Longitude,Longitude Units,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Fishery Type,Other Human Interaction,Other Human Int Description,Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,How Determined: Describe,Gear Collection,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury,Other Findings - Pregnant,Other Findings - Other,Other Findings - Descibe,Other Findings Type,Other Findings - Descibe,Observation Date,How Observed,Observation Status,Not Able to Examine,Date of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated,Disentangled,Euthanized at Site,Died at Site,Transferred to Rehabilitation,Date of Initial Disposition,Rehab Facility Name,Died During Transport,Euthanized During Transport,Other,Other Describe,Sick,Injured,Out of Habitat,Deemed Healthy/Releasable,Abandoned/Orphaned,Inaccesible,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD ,Condition Other,Condition Other Description,Entangled,Condition Comments,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Carcass Left at Site,Carcass Buried,Carcass Rendered,Carcass Towed,Carcass Towed Lattitude,Carcass Towed Longitude,Carcass Sunk,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill,Carcass Unknown,Carcass Other,Carcass Other Description,Necropsied,Necropsy Limited,Date of Necropsy,Additional Remarks,
SW-2016-1192258,WCRLB-20160630Mn,"Whale, humpback",CA,Los Angeles,Los Angeles,Dockweiler Beach,33.927683,decimal degrees,-118.43557,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,6/30/16,Beach or Land,Moderate Decomposition,N,7/1/16,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,1410,cm,actual,,,,Y,N,N,N,Y,,,N,,,N,N,N,N,,N,,,"NO external signs of trauma, entanglement scars or predatory wounds. It initially washed ashore at Dockweiler Beach last night around 1900h and we got word of it around 2230h. The LA Lifeguards/LA County Beach and Harbor (AKA: LA County) unsuccessfully tried to tow it off last night, but were unsuccessful. I arrived on the scene about 1000h this morning and was joined by folks from LA County Museum, American Cetacean Society, and the Roundhouse Aquarium (Manhattan Beach). Due to the holiday weekend and the popularity of this beach, LA County was adamant about getting the whale towed off the beach as soon as possible. They gave us a little over 2hours to work on the carcass. We started with getting photos, measurements, and collecting epi-biota. We then took some skin and blubber samples for genetics to determine stock. We also collected some muscle for Rachael Cartwright (CSU-Channel Islands). In addition to that we took a fecal sample for biotoxin analysis and collected some intestinal worms and a few plates of baleen. LA County then (unsuccessfully) attempted to tow the whale off (at low tide mind you) using a bulldozer and two towing lifeguard boats. The carcass was rolled over a few times so we did get a decent look at the dorsal surface as well. The whale was finally towed off the beach at 1900h. Whale floated back near shore and was towed off multiple times over the next 17 days, finally washing ashore and taken to landfill in Encinitas.",
SW-2016-1195286,WCRLB-20160703Mn,"Whale, humpback",CA,Santa Barbara,,"Seen floating off north side of Santa Rosa Island on 7/3; Seen near Painted Cove, Santa Cruz Island on 7/5",,decimal degrees,,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,CBD,N,N,N,N,,,,7/3/16,Floating,Condition Unknown,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,1,cm,estimate,,,,N,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2016-1189700,CIMWI-V-16-D-070-BM-001,"Whale, blue",CA,Ventura,Port Hueneme,Hueneme Beach just E of Pier,34.14,decimal degrees,-119.193,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,N,,,,7/4/16,Floating,Advanced Decomposition,Y,7/4/16,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,1371.6,cm,estimate,18160,kg,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"7/4/16 Calls received of dead whale washing toward shore by Hueneme Pier. Upon arrival found badly decomposed large whale in surf line. Parts of whale were breaking off-baleen,vertebrae,etc.=and washing ashore. Due to being in surf zone,tide coming in-too dangerous to try to examine. Baleen and vertebrae retrieved for examination. One skin/blubber sample obtained. Whale was apparently towed from somewhere else as one set of vertebrae still had rope tied around it. Unable to identify species due to state of decomposition and carcass falling apart. 10/4/16 Notified by Kerri Danil that samples submitted for DNA analysis identified as Blue whale.",
SW-2016-1187512,CAS-SLP-488,"Whale, humpback",CA,San Mateo,Pescadero,Bean Hollow State Beach,37.231575,decimal degrees,(122. 414094),decimal degrees,Y,Y,N,N,,N,,,N,N,Y,N,,N,Y,N,Y,N,N,Blunt trauma,,,7/6/16,Floating,Fresh Dead,N,7/9/16,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,975,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,Y,tied off in cove,Y,complete,7/9/16,"Reported on 7/6/16 by a member of the public, floating 200 yards off the beach between Pebble Beach and Bean Hollow, Pescadero, San Mateo Co., California. Animal reported on beach on the evening of 7/7/16 in a cove north of the main Bean Hollow Beach entrance. CAS made an initial response on 7/7/16. Due to the timing of the tides, CAS was only able to take initial data and samples during this brief response. A complete necropsy team from both TMMC and CAS responded on 7/9/16 at 0730h. Based on photos of the flukes, Cascadia Research Collective staff were unable to locate this individual in their identification catalog. See necropsy report for additional information.",
SW-2016-1195276,WCRLB-20160707Unk_2,"Whale, unidentified baleen",CA,Ventura,San Nicolas Island,floating just offshore,33.24923,decimal degrees,-119.44291,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,CBD,N,N,N,N,,,,7/7/16,Floating,Advanced Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,1400,cm,estimate,,,,N,N,N,N,N,,,N,,,N,N,N,N,,N,,,"2 decomposing whale carcasses were sighted at-sea by a Navy civilian on San Nicolas Island (SNI). Species indeterminate, but length estimated at approximately 45-50 ft in length and fairly decomposed, with blubber/skin fluffing off the carcass. One whale was in the wave area and may wash ashore on SNI, with the other a bit further offshore. Gulls were also observed foraging on the carcasses. Report relayed to Navy Region Southwest, then US Pacific Fleet.",
SW-2016-1195275,WCRLB-20160707Unk_1,"Whale, unidentified baleen",CA,Ventura,San Nicolas Island,in the wave zone,33.24923,decimal degrees,-119.44291,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,CBD,N,N,N,N,,,,7/7/16,Beach or Land,Advanced Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,1400,cm,estimate,,,,N,N,N,N,N,,,N,,,N,N,N,N,,N,,,"2 decomposing whale carcasses were sighted at-sea by a Navy civilian on San Nicolas Island (SNI). Species indeterminate, but length estimated at approximately 45-50 ft in length and fairly decomposed, with blubber/skin fluffing off the carcass. One whale was in the wave area and may wash ashore on SNI, with the other a bit further offshore. Gulls were also observed foraging on the carcasses. Report relayed to Navy Region Southwest, then US Pacific Fleet.",
SW-2016-1189980,CAS-SLP-489,"Whale, gray",CA,Sonoma,Bodega,Furlong Gulch State Beach/Park,38.414332,decimal degrees,-123.103107,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,CBD,N,N,N,N,,,,7/11/16,Beach or Land,Advanced Decomposition,N,7/12/16,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,1,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,Tail flukes and peduncle draped over rocks at north end of beach. Fluke width is 192 cms. Orca rake marks present on the lateral trailing edge of one lobe of the flukes. Unable to determine the orientation of the flukes (dorsal vs ventral). small remnants of skin collected for DNA and species ID. DNA analysis in February 2017 identified as Eschrichtius robustus.,
SW-2016-1191431,MLMLMM3080,"Whale, gray",CA,Monterey,Marina,Marina state beach,36.69717,decimal degrees,-121.80987,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,CBD,N,N,N,N,,,,7/18/16,,Advanced Decomposition,N,7/18/16,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,190,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2016-1189925,CAS-SLP-490,"Whale, humpback",CA,San Mateo,Pescadero,"Pebble Beach, Bean Hollow State Beach",37.236626,decimal degrees,-122.416114,decimal degrees,Y,Y,N,N,,N,,,N,Y,N,N,,N,Y,N,Y,N,N,head trauma,,,7/24/16,Beach or Land,Moderate Decomposition,N,7/25/16,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,1090,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,complete,7/25/16,See TMMC disposition report for more details. Necropsy report uploaded to MMHSR Db,
SW-2016-1190492,CICRU-2016-09,"Whale, humpback",CA,San Luis Obispo,Piedras Blancas,,,decimal degrees,,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,,N,N,N,N,,,,8/1/16,Beach or Land,Advanced Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,,1524,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2016-1190457,CAS-Ba-14Aug16-SLP,"Whale, minke",CA,Marin,Inverness,"PRNS - Drakes Estero, 1 1/2 miles inland from mouth of estero",38.05091,decimal degrees,-122.94548,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,CBD,N,N,N,N,,,,8/14/16,Floating,Alive,Y,8/21/16,Advanced Decomposition,Y,N,N,N,N,N,N,,,N,N,Y,stuck on a sand bar in estero,N,N,Y,N,N,Y,N,N,N,N,,,appears thin in photographs,UNKNOWN,SUBADULT,500,cm,estimate,,,,Y,N,N,N,N,,,N,,,N,N,N,Y,not found. ID'd via photo,N,,,"08/14/2016 - reported by kayakers as alive and moving around/blinking exposed eye on the the late afternoon of August 14th. TMMC responded by boat the next day to assess condition and was not able to locate the whale. Unknown if it died or made its way back to the ocean. It was located about 1 1/2 miles from the mouth of Drake's estero, stuck on a sand bar. 08/28/16 - received a report from Bill Keener that one of his volunteers photographed the whale on the NW shore of Home bay of Drake's Estero on 08/21/2016, but failed to notify him until one week later on the 21st. Carcass is now is poor condition. A CAS volunteer was unable to locate the carcass.",
SW-2016-1191013,CAS-UNK-13Sep16-SLP,UNIDENTIFIED WHALE,CA,San Mateo,El Granada,South end of Mavericks beach,37.495509,decimal degrees,-122.495305,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,CBD,N,N,N,N,,,,9/13/16,Floating,Condition Unknown,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,1,cm,estimate,,,,Y,N,N,N,N,,,N,,,N,N,Y,N,,N,,,one large piece of cetacean tissue containing throat grooves/pleats.,
SW-2016-1195267,20160925Mn,"Whale, humpback",CA,Ventura,,floating 2 miles off Port Hueneme,34.0991,decimal degrees,-119.1875,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,CBD,N,N,N,N,,,,9/25/16,Floating,Moderate Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,1,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"report fROM USCG of dead Mn floating 2 miles off Port Hueneme. They attempted to get a line on it and tow for navigation safety, but were not able to.",
SW-2016-1191520,HSU20161011-SC3,"Whale, humpback",CA,Humboldt,Shelter Cove,2.5 Miles North of Black Sands Beach,40.079144,decimal degrees,-124.087567,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,CBD,N,N,N,N,,,,9/30/16,Floating,Advanced Decomposition,N,10/11/16,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,828,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"Carcass first reported 9/30/16 floating offshore of abalone point in shelter cove. Received word 10/10/16 carcass had landed on beach but did not receive accurate location initially. Carcass found 2.5 miles north of Shelter Cove on 10/11/16, advanced decomposition. Cause of death CBD, unable to collect viable blubber samples. Collected small skin sample and ecto-parasites only.",
SW-2016-1195268,WCRLB-20161003Mn,"Whale, humpback",CA,Santa Barbara,,"South of Point Arguello, north of Point Conception, floating off south coast near Boathouse",,decimal degrees,,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,CBD,N,N,N,N,,,,10/3/16,,Advanced Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,ADULT,1800,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,Y,washed up in rocky area of Point Conception,N,,,"Originally seen floating 10/3, washed up on 10/5. Not examined.",
SW-2016-1191792,CAS-MEF-797,"Whale, blue",CA,San Mateo,Daly City,"Daly City, Westmoor Beach at Daisaku Ikeda Canyon",37.683656,decimal degrees,-122.496394,decimal degrees,Y,Y,N,N,,N,,,N,N,Y,N,,N,N,N,N,N,N,,,,10/26/16,Floating,Moderate Decomposition,N,10/27/16,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,1950,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,complete,10/27/16,"Carcass was first reported to TMMC on 10/26/16 at 1230h floating about 1/4 mile off shore of Daly City. Later that day, the carcass was reported on land approximately 1/2 mile north of Mussel Rock (37.67933N,122.496278W) at 1730h. A complete necropsy was completed on 10/27/2017 by TMMC and CAS. Additional participants: UC Davis, Point Blue Conservation Science, and Oceanic Society. Please see the necropsy report for complete details. Brief summary of necropsy findings: fractured skull and various focal areas of necrotic tissue consistent with blunt force trauma, likely from a ship strike.",
SW-2016-1192030,CAS-MAC-086,"Whale, humpback",CA,Marin,Inverness,PRNS 1/2 mile south of North beach parking lot,38.06666,decimal degrees,-122.980573,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,CBD,N,N,N,N,,,,11/9/16,Beach or Land,Advanced Decomposition,N,11/10/16,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,1100,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,sent fluke and dorsal fin photos to John Calambokides of Cascadia,
SW-2016-1195241,20161215Unk,UNIDENTIFIED WHALE,CA,Los Angeles,,2 miles north of Catalina Island,,decimal degrees,,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,CBD,N,N,N,N,,,,12/15/16,Floating,Advanced Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,610,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,Seen from an airplane.,
SW-2016-1192775,CAS-DJG-023,"Whale, sperm",CA,Marin,Point Reyes,"North Beach, PRNS rolling in the surf",38.087133,decimal degrees,-122.971467,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,N,,,,12/18/16,Beach or Land,Moderate Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,975,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"Originally reported by USCG on 12/14/16 floating 20-25 miles offshore of Dillon Beach (38.1505, -123.3858). The whale was rolling in the surf at high tide on North Beach at Point Reyes National Seashore on 12/18/16. A small team cut a tiny piece of skin off the fluke between waves and took photos. A larger group went out to examine the whale 12/19/16, but it had floated offshore again. It was not sighted or reported onshore again after 12/19/16.",
SW-2016-1195263,WCRLB-20161221Mn,"Whale, humpback",CA,Santa Barbara,,south of the shipping lane off Santa Rosa,34.12855,decimal degrees,-120.06875,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,CBD,N,N,N,N,,,,12/21/16,Floating,Advanced Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,UNKNOWN,1,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2017-1193242,NPS-20170101Mn,"Whale, humpback",CA,Santa Barbara,,"San Miguel Island, south shore of SMI approximately 1 mile east of Crook Point",34.02054,decimal degrees,-120.34641,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,CBD,N,N,N,N,,,,1/1/17,Beach or Land,Advanced Decomposition,N,1/2/17,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,480,in,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"Carcass was rolling around in the surf, fairly deflated, no signs of entanglement and too rotten to tell if it was struck or wounded. could not be accessed for closer inspection.",
SW-2017-1193983,CAS-MEF-798,"Whale, fin",CA,Alameda,Oakland,Oakland Harbor,37.793018,decimal degrees,-122.301211,decimal degrees,Y,Y,N,N,,N,,,N,N,Y,Y,Reported falling off the bow of a ship in the harbor,N,CBD,N,N,N,N,,,,1/7/17,Floating,Fresh Dead,N,2/6/17,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,1640,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,3/2/17,"Identified as fin whale (Balaenoptera physalus) by asymmetrical coloration on mandibles (gray right mandible) and throat grooves, bicolored baleen, overall coloration, and genetics from SWFSC. Animal was originally reported by the United States Coast Guard at Yerba Buena Island 1/5/17 when a vessel, NYK Triton, had what appeared to be a whale size animal or possible whale carcass on its bow. As the vessel turned into Oakland Bar channel, the carcass fell off the bow and sank. The whale was then reported on 1/7/17 floating in Oakland harbor off of Howard Terminal. Two personnel from TMMC went out to assess the animal, take pictures and collect basic samples. Due to the storm with large swells, high winds and rainfall the animal was left floating next to the Howard Terminal. The USCG received a report of the animal floating in the Oakland harbor channel on 1/9/17 causing hazards to passing vessels. The animal was then towed to Angel Island by the Army Corps of Engineers where it was tied off to a pier near Blunt Point until weather conditions improved. Due to repeated intense weather and storm debris clean-up, the Army Corp of Engineers was only able to land the carcass on Angel Island on 1/25/2017. Due to continued bad weather and boat availability, a small team was only able to get to the carcass for a partial necropsy on 2/6/2017. A second team returned to Angel Island to conduct a more complete necropsy on 3/2/2017. See necropsy report for more details.",
SW-2017-1193302,PMMC-E-17-01-16-001,"Whale, gray",CA,Orange,Laguna Beach,NORTH MAIN BEACH,33.542726,decimal degrees,-117.788272,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,1/16/17,Beach or Land,Fresh Dead,N,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,PUP/CALF,186,in,actual,1100,lb,estimate,Y,N,N,N,N,,,N,,,N,N,N,Y,NATIONAL HISTORY MUSEUM OF LA,NA,,,,
SW-2017-1195849,CICRU-2017-03,UNIDENTIFIED WHALE,CA,San Luis Obispo,San Simeon,.5 km N of Pt. Sierra Nevada,35.717131,decimal degrees,-121.312827,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,,N,N,N,N,,,,1/23/17,Beach or Land,Mummified/Skeletal,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,,1,cm,estimate,,,,N,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2017-1193685,CiCRU-2017-04,"Whale, gray",CA,San Luis Obispo,Oceano,Pismo Beach North Beach Camp,35.128973,decimal degrees,-120.636903,decimal degrees,N,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,N,,,,1/25/17,Beach or Land,Alive,N,1/25/17,Fresh Dead,N,N,N,N,N,Y,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,PUP/CALF,523,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,complete,1/25/17,,
SW-2017-1193850,CICRU-2017-05,"Whale, unidentified baleen",CA,San Luis Obispo,San Simeon,,,decimal degrees,,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,,N,N,N,N,,,,1/28/17,Beach or Land,Mummified/Skeletal,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,1,cm,estimate,,,,N,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2017-1195295,WCRLB-20170128Er,"Whale, gray",CA,Santa Barbara,Santa Barbara,1.8NM off Shore Santa Barbara Harbor,,decimal degrees,,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,CBD,N,N,N,N,,,,1/28/17,,Advanced Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,762,cm,estimate,,,,N,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2017-1195287,WCRLB-20170129Er,"Whale, gray",CA,Orange,Dana Point,"2nm NW of Dana Point, near Three Arches Beach",,decimal degrees,,decimal degrees,Y,Y,N,N,,N,,,N,N,N,Y,"Reported by witness, photos",,Y,N,Y,N,N,3 lacerations near pec flipper; lots of blood,,,1/29/17,Swimming,Alive,Y,,,Y,N,N,N,N,N,N,,,N,N,N,,N,Y,N,N,N,N,N,N,N,N,,,3 lacerations near pec flipper; lots of blood in water,UNKNOWN,UNKNOWN,1,cm,estimate,,,,Y,N,N,N,N,,,N,,,N,N,N,N,,NA,,,"Between 1200 and 1300, a 65ft coastal cruiser struck a whale while transiting between Newport Harbor and Dana Point Harbor, 2 nm NW of Dana Point Harbor. Injured gray whale is reported alive and appears to have the following injuries: 3 large lacerations near its pectoral fin. Lots of blood in water. The responsible party has been contacted at the CG request and information has been passed to NOAA. Vessel responsible, DREAM WEAVER (VIN: 947470), reported no visible damage and returned to home port Dana Point.",
SW-2017-1193694,CAS-DJG-024,"Whale, Bryde's",CA,Sonoma,Sears Point,North side of San Pablo Bay in the marsh along Highway 37,38.13755,decimal degrees,-122.373006,decimal degrees,CBD,N,N,N,,N,,,N,N,Y,N,,N,CBD,N,N,N,N,,,,1/30/17,Beach or Land,Moderate Decomposition,N,1/31/17,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,1100,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,1/31/17,Unable to identify to species based on morphology. Species identified by genetic analysis (D-loop) performed at CAS. There were no obvious signs of trauma or cause of death and the whale was in good body condition with extensive internal fat throughout. The whale was identified as an immature animal based on visual examination of the testes.,
SW-2017-1193764,WCRLB-20170131Er,"Whale, gray",CA,Los Angeles,Redondo Beach,25 yards off the shoreline at Avenue C and Esplanade,33.82557,decimal degrees,-118.38997,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,,N,N,N,N,,,,1/31/17,,Moderate Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,PUP/CALF,457,cm,estimate,,,,Y,N,N,N,Y,33.65155,-118.509767,N,,,N,N,N,N,,N,,,"Deceased small Gray Whale was observed floating off shore, as it drifted near the beach it was tied to the Baywatch Redondo tow line and hauled off shore. It was determined that the carcass would be a nuisance to public safety if it was allowed to wash through the surf onto a populated beach. A thorough examination was not performed. The carcass was untied at the location noted. Los Angeles County Fire Department call number is 0033077.",
SW-2017-1193744,HSU20170205-PT4,"Whale, gray",CA,Humboldt,Pacific,1/2 mile south of Devils Gate Rock.,40.395577,decimal degrees,-124.376059,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,CBD,N,N,N,N,,,,2/5/17,Beach or Land,Advanced Decomposition,N,1/5/17,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,1175,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"Reported via NCMMC 2/4/2017. Carcass in advance decomposition. No visible external wounds or obvious evidence of human interaction, dorsal surface not exposed. Collected morphometric data, blubber, and ectoparasites.",
SW-2017-1194027,CICRU-2017-06,"Whale, gray",CA,Santa Barbara,Gaviota,"Hollister Ranch, Bulito Point",34.469,decimal degrees,-120.243,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,,N,N,N,N,,,,2/8/17,Beach or Land,Advanced Decomposition,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,1,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2017-1194082,TMMC-C-523,"Whale, gray",CA,San Mateo,Pacifica,Gray Whale Cove State Beach (Monterey Bay National Marine Sanctuary),37.5666,decimal degrees,-122.5146,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,CBD,N,N,N,N,,,,2/12/17,Beach or Land,Advanced Decomposition,N,2/13/17,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,PUP/CALF,650,cm,estimate,0,kg,estimate,N,Y,N,N,N,,,N,,,N,N,N,N,,N,,,COD unknown,
SW-2017-1194034,SWFSC-KXD0300,"Whale, gray",CA,San Diego,Del Mar,"Torrey Pines State Beach, north lot area, 200 yds south of train trestle",32.9364,decimal degrees,-117.2614,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,,CBD,N,N,N,N,,,,2/25/17,Beach or Land,Advanced Decomposition,N,2/25/17,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,PUP/CALF,370,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,Multiple shark bites along body. No signs of killer whale predation (no rake marks and tongue still present).,
SW-2017-1194320,CAS-SLP-501,"Whale, gray",CA,Marin,Inverness,"PRNS - Drakes beach, east on beach in front of Horseshoe Cove",38.031424,decimal degrees,-122.947852,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,,Y,N,Y,N,N,broken left mandible. bruised left eye,,,3/8/17,Beach or Land,Advanced Decomposition,N,3/9/17,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,982,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
